Test #,Test Name,Test Type,Temp,Unit,Mean,Median,Standard Deviation,Min,Max,,Default Scales?,Process Dependent,Scale (Down),Offset (Down),Scale (Up),Offset (Up),N Sigma (Down),N Sigma (Up),GBD No Scale Min,GBD No Scale Max,GBD Min,GBD Max,EC/QA Low Limit (from tester),EC/QA High Limit (from tester),EC/QA Low Limit (Override),EC/QA High Limit (Override),EC / QA Min (Input),EC / QA Max (Input),GB Type,Tester Accuracy,HW Component Accuracy,T2T Gage or Combined Gage Sigma,B2B Gage Sigma,Correlation Target,Correlation Delta Min,Correlation Delta Max,Insertion Repeatability,Supply Mean Shift,Correlation Components Required?,Calculation Blank?,GB Test Type?,Limits Method,Temperature Components Required?,Means of Temperatures tested,Temperature Mean Shift (Min),Temperature Mean Shift (Max),NegDrift,PosDrift,Temperature Sigma Drift,Temperature Sigma Drift,Temperature Sigma Shift (Min),Temperature Sigma Shift (Max),Calculated Gage Components,Valid NegDrift,Valid PosDrift,EC Shift (Min),EC Shift (Max),Uncertainty GB (Min),Uncertainty GB (Max),Default Guardband (Min),Default Guardband (Max),Calculated Guardband (Min),Calculated Guardband (Max),Override Guardband (Min),Override Guardband (Max),Applied Guardband (Min),Applied Guardband (Max),Calc EC?,EC / QA Min (Output),EC / QA Max (Output),FT Min,FT Max,(For Calc Only) SPF (Min),(For Calc Only) SPF (Max),(For Calc Only) FT SPF (Min),(For Calc Only) FT SPF (Min),"QA
GBD
Flag",Population Sigmas Passed,Drift Sigmas Passed,Passed GBD by Method,QA CPK,FT CPK,FT CP Low,FT CP High,Yield Loss,,,Data Sheet Parameter,Notes,,Sigma T Max,Sigma T SPF Max,Sigma T,86,85,25,-40,-41,,Neg Mean Drift,Pos Mean Drift,Drift Temp,86,85,25,-40,-41
3387,5p5_Delta_0x08  -1 <> 5p5_Delta_0x08,PROD - EC,-40,%,1.206897,1.25,9.92E-01,-1.875,3.75,,TRUE,FALSE,1,0,1,0,6,6,-4.746012,7.159805,-4.746012,7.159805,-9,9,-9,9,-9,9,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,9.00E-01,9.00E-01,,,,,9.00E-01,9.00E-01,Use Input EC,-9,9,-8.1,8.1,,,,,P,7.855,,Design,2.618,2.316,,,0.00%,,,,,,1.579582,0,-40,1.579582,1.575629,9.46E-01,0,1.58E-01,,,,-40,2.125832,2.08282,1.112993,0,6.16E-03
3387,5p5_Delta_0x08  -1 <> 5p5_Delta_0x08,PROD - EC,-41,%,1.200739,1.25,9.79E-01,-1.875,3.75,,TRUE,FALSE,1,0,1,0,6,6,-4.670949,7.072427,-4.670949,7.072427,-9,9,-9,9,-9,9,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,9.00E-01,9.00E-01,,,,,9.00E-01,9.00E-01,Use Input EC,-9,9,-8.1,8.1,,,,,P,7.97,,Design,2.657,2.35,,,0.00%,,,,,,1.562942,0,-41,1.562942,1.559785,9.30E-01,1.58E-01,0,,,,-41,2.119675,2.076663,1.106835,-6.16E-03,0
3390,2p65_BST_Ilim_0x09  -1 <> 2p65_BST_Ilim_0x09,PROD - EC,86,,1.433977,1.433594,9.87E-03,1.405469,1.471094,,TRUE,FALSE,1,0,1,0,6,6,1.374731,1.493222,1.374731,1.493222,1.27,1.63,1.27,1.63,1.27,1.63,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,1.80E-02,1.80E-02,,,,,1.80E-02,1.80E-02,Use Input EC,1.27,1.63,1.288,1.612,,,,,F,16.607,,Design,5.536,4.928,,,0.00%,,,,,,5.84E-02,0,86,0,2.50E-03,8.26E-03,5.84E-02,2.16E-02,,,,86,0,-1.01E-03,-2.03E-02,-3.77E-02,-3.64E-02
3390,2p65_BST_Ilim_0x09  -1 <> 2p65_BST_Ilim_0x09,PROD - EC,85,,1.434991,1.435938,1.07E-02,1.403125,1.473438,,TRUE,FALSE,1,0,1,0,6,6,1.370892,1.49909,1.370892,1.49909,1.27,1.63,1.27,1.63,1.27,1.63,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,1.80E-02,1.80E-02,,,,,1.80E-02,1.80E-02,Use Input EC,1.27,1.63,1.288,1.612,,,,,F,15.444,,Design,5.148,4.586,,,0.00%,,,,,,5.85E-02,0,85,2.50E-03,0,8.71E-03,5.85E-02,2.22E-02,,,,85,1.01E-03,0,-1.93E-02,-3.67E-02,-3.54E-02
3390,2p65_BST_Ilim_0x09  -1 <> 2p65_BST_Ilim_0x09,PROD - EC,25,,1.454283,1.454687,4.83E-03,1.438281,1.466406,,TRUE,FALSE,1,0,1,0,6,6,1.425285,1.483282,1.425285,1.483282,1.25,1.65,1.25,1.65,1.25,1.65,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,2.00E-02,2.00E-02,,,,,2.00E-02,2.00E-02,Use Input EC,1.25,1.65,1.27,1.63,,,,,F,40.495,,Design,13.498,12.119,,,0.00%,,,,,,5.60E-02,0,25,8.26E-03,8.71E-03,0,5.60E-02,1.40E-02,,,,25,2.03E-02,1.93E-02,0,-1.74E-02,-1.61E-02
3390,2p65_BST_Ilim_0x09  -1 <> 2p65_BST_Ilim_0x09,PROD - EC,-40,,1.471694,1.475781,5.59E-02,7.00E-01,1.515625,,TRUE,FALSE,1,0,1,0,6,6,1.136075,1.807313,1.136075,1.807313,1.27,1.63,1.27,1.63,1.27,1.63,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,1.471694,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.80E-02,1.80E-02,,,,,1.80E-02,1.80E-02,Use Input EC,1.27,1.63,1.288,1.612,,,,,F,2.83,,FAIL,9.43E-01,8.36E-01,,,0.66%,,,,,,5.85E-02,0,-40,5.84E-02,5.85E-02,5.60E-02,0,5.43E-02,,,,-40,3.77E-02,3.67E-02,1.74E-02,0,1.33E-03
3390,2p65_BST_Ilim_0x09  -1 <> 2p65_BST_Ilim_0x09,PROD - EC,-41,,1.470366,1.467578,1.32E-02,1.426563,1.508594,,TRUE,FALSE,1,0,1,0,6,6,1.391318,1.549415,1.391318,1.549415,1.27,1.63,1.27,1.63,1.27,1.63,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,1.80E-02,1.80E-02,,,,,1.80E-02,1.80E-02,Use Input EC,1.27,1.63,1.288,1.612,,,,,F,12.117,,Design,4.039,3.583,,,0.00%,,,,,,5.43E-02,0,-41,2.16E-02,2.22E-02,1.40E-02,5.43E-02,0,,,,-41,3.64E-02,3.54E-02,1.61E-02,-1.33E-03,0
3395,2p65_Delta_0x09  -1 <> 2p65_Delta_0x09,PROD - EC,86,%,-1.105059,-1.131466,6.81E-01,-3.071121,1.454741,,TRUE,FALSE,1,0,1,0,6,6,-5.190935,2.980816,-5.190935,2.980816,-10,10,-10,10,-10,10,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,1,1,,,,,1,1,Use Input EC,-10,10,-9,9,,,,,F,13.062,,Design,4.354,3.865,,,0.00%,,,,,,4.030981,0,86,0,1.72E-01,5.69E-01,4.030981,1.488667,,,,86,0,-6.99E-02,-1.400467,-2.601205,-2.509637
3395,2p65_Delta_0x09  -1 <> 2p65_Delta_0x09,PROD - EC,85,%,-1.03512,-9.70E-01,7.37E-01,-3.232759,1.616379,,TRUE,FALSE,1,0,1,0,6,6,-5.455727,3.385488,-5.455727,3.385488,-10,10,-10,10,-10,10,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,1,1,,,,,1,1,Use Input EC,-10,10,-9,9,,,,,F,12.168,,Design,4.056,3.604,,,0.00%,,,,,,4.032193,0,85,1.72E-01,0,6.01E-01,4.032193,1.533837,,,,85,6.99E-02,0,-1.330527,-2.531266,-2.439698
3395,2p65_Delta_0x09  -1 <> 2p65_Delta_0x09,PROD - EC,25,%,2.95E-01,3.23E-01,3.33E-01,-8.08E-01,1.131466,,TRUE,FALSE,1,0,1,0,6,6,-1.704486,2.2953,-1.704486,2.2953,-10,10,-10,10,-10,10,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,1,1,,,,,1,1,Use Input EC,-10,10,-9,9,,,,,F,29.115,,Design,9.705,8.705,,,0.00%,,,,,,3.865143,0,25,5.69E-01,6.01E-01,0,3.865143,9.63E-01,,,,25,1.400467,1.330527,0,-1.200739,-1.109171
3395,2p65_Delta_0x09  -1 <> 2p65_Delta_0x09,PROD - EC,-40,%,1.496146,1.778017,3.85769,-51.72414,4.525862,,TRUE,FALSE,1,0,1,0,6,6,-21.64999,24.64228,-21.64999,24.64228,-10,10,-10,10,-10,10,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,1.496146,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,,,,,1,1,Use Input EC,-10,10,-9,9,,,,,F,2.204,,FAIL,7.35E-01,6.48E-01,,,2.91%,,,,,,4.032193,0,-40,4.030981,4.032193,3.865143,0,3.745578,,,,-40,2.601205,2.531266,1.200739,0,9.16E-02
3395,2p65_Delta_0x09  -1 <> 2p65_Delta_0x09,PROD - EC,-41,%,1.404578,1.212284,9.09E-01,-1.616379,4.040948,,TRUE,FALSE,1,0,1,0,6,6,-4.047038,6.856194,-4.047038,6.856194,-10,10,-10,10,-10,10,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,1,1,,,,,1,1,Use Input EC,-10,10,-9,9,,,,,F,9.46,,Design,3.153,2.786,,,0.00%,,,,,,3.745578,0,-41,1.488667,1.533837,9.63E-01,3.745578,0,,,,-41,2.509637,2.439698,1.109171,-9.16E-02,0
3398,3p7_BST_Ilim_0x09  -1 <> 3p7_BST_Ilim_0x09,PROD - EC,86,,1.433791,1.433594,9.25E-03,1.410156,1.471094,,TRUE,FALSE,1,0,1,0,6,6,1.378284,1.489298,1.378284,1.489298,1.3195,1.5805,1.3195,1.5805,1.3195,1.5805,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,1.31E-02,1.31E-02,,,,,1.31E-02,1.31E-02,Use Input EC,1.3195,1.5805,1.33255,1.56745,,,,,P,12.354,,Design,4.118,3.648,,,0.00%,,,,,,2.19E-02,0,86,0,1.68E-03,8.93E-03,2.18E-02,2.19E-02,,,,86,0,-4.15E-04,-1.45E-02,-2.99E-02,-2.99E-02
3398,3p7_BST_Ilim_0x09  -1 <> 3p7_BST_Ilim_0x09,PROD - EC,85,,1.434206,1.433594,9.29E-03,1.410156,1.473438,,TRUE,FALSE,1,0,1,0,6,6,1.37847,1.489941,1.37847,1.489941,1.3195,1.5805,1.3195,1.5805,1.3195,1.5805,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,1.31E-02,1.31E-02,,,,,1.31E-02,1.31E-02,Use Input EC,1.3195,1.5805,1.33255,1.56745,,,,,P,12.348,,Design,4.116,3.648,,,0.00%,,,,,,2.20E-02,0,85,1.68E-03,0,9.00E-03,2.18E-02,2.20E-02,,,,85,4.15E-04,0,-1.41E-02,-2.95E-02,-2.95E-02
3398,3p7_BST_Ilim_0x09  -1 <> 3p7_BST_Ilim_0x09,PROD - EC,25,,1.448291,1.447656,3.40E-03,1.440625,1.457031,,TRUE,FALSE,1,0,1,0,6,6,1.427915,1.468667,1.427915,1.468667,1.305,1.595,1.305,1.595,1.305,1.595,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,1.45E-02,1.45E-02,,,,,1.45E-02,1.45E-02,Use Input EC,1.305,1.595,1.3195,1.5805,,,,,P,42.194,,Design,14.065,12.641,,,0.00%,,,,,,1.34E-02,0,25,8.93E-03,9.00E-03,0,1.32E-02,1.34E-02,,,,25,1.45E-02,1.41E-02,0,-1.54E-02,-1.54E-02
3398,3p7_BST_Ilim_0x09  -1 <> 3p7_BST_Ilim_0x09,PROD - EC,-40,,1.463693,1.464062,1.38E-02,1.421875,1.501562,,TRUE,FALSE,1,0,1,0,6,6,1.380799,1.546587,1.380799,1.546587,1.3195,1.5805,1.3195,1.5805,1.3195,1.5805,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,1.31E-02,1.31E-02,,,,,1.31E-02,1.31E-02,Use Input EC,1.3195,1.5805,1.33255,1.56745,,,,,P,8.455,,Design,2.818,2.503,,,0.00%,,,,,,2.18E-02,0,-40,2.18E-02,2.18E-02,1.32E-02,0,1.96E-03,,,,-40,2.99E-02,2.95E-02,1.54E-02,0,-1.15E-05
3398,3p7_BST_Ilim_0x09  -1 <> 3p7_BST_Ilim_0x09,PROD - EC,-41,,1.463705,1.464062,1.40E-02,1.419531,1.501562,,TRUE,FALSE,1,0,1,0,6,6,1.379957,1.547452,1.379957,1.547452,1.3195,1.5805,1.3195,1.5805,1.3195,1.5805,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,1.31E-02,1.31E-02,,,,,1.31E-02,1.31E-02,Use Input EC,1.3195,1.5805,1.33255,1.56745,,,,,P,8.368,,Design,2.789,2.478,,,0.00%,,,,,,2.20E-02,0,-41,2.19E-02,2.20E-02,1.34E-02,1.96E-03,0,,,,-41,2.99E-02,2.95E-02,1.54E-02,1.15E-05,0
3399,3p7_Delta_0x09  -1 <> 3p7_Delta_0x09,PROD - EC,86,%,-1.117862,-1.131466,6.38E-01,-2.747845,1.454741,,TRUE,FALSE,1,0,1,0,6,6,-4.945912,2.710187,-4.945912,2.710187,-9,9,-9,9,-9,9,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,9.00E-01,9.00E-01,,,,,9.00E-01,9.00E-01,Use Input EC,-9,9,-8.1,8.1,,,,,P,12.354,,Design,4.118,3.648,,,0.00%,,,,,,1.513766,0,86,0,1.16E-01,6.16E-01,1.503623,1.513766,,,,86,0,-2.86E-02,-1.000018,-2.06221,-2.063006
3399,3p7_Delta_0x09  -1 <> 3p7_Delta_0x09,PROD - EC,85,%,-1.089264,-1.131466,6.41E-01,-2.747845,1.616379,,TRUE,FALSE,1,0,1,0,6,6,-4.933102,2.754573,-4.933102,2.754573,-9,9,-9,9,-9,9,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,9.00E-01,9.00E-01,,,,,9.00E-01,9.00E-01,Use Input EC,-9,9,-8.1,8.1,,,,,P,12.348,,Design,4.116,3.648,,,0.00%,,,,,,1.515071,0,85,1.16E-01,0,6.20E-01,1.506088,1.515071,,,,85,2.86E-02,0,-9.71E-01,-2.033612,-2.034408
3399,3p7_Delta_0x09  -1 <> 3p7_Delta_0x09,PROD - EC,25,%,-1.18E-01,-1.62E-01,2.34E-01,-6.47E-01,4.85E-01,,TRUE,FALSE,1,0,1,0,6,6,-1.52309,1.287401,-1.52309,1.287401,-10,10,-10,10,-10,10,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,1,1,,,,,1,1,Use Input EC,-10,10,-9,9,,,,,P,42.194,,Design,14.065,12.641,,,0.00%,,,,,,9.22E-01,0,25,6.16E-01,6.20E-01,0,9.13E-01,9.22E-01,,,,25,1.000018,9.71E-01,0,-1.062192,-1.062988
3399,3p7_Delta_0x09  -1 <> 3p7_Delta_0x09,PROD - EC,-40,%,9.44E-01,9.70E-01,9.53E-01,-1.939655,3.556035,,TRUE,FALSE,1,0,1,0,6,6,-4.77248,6.661175,-4.77248,6.661175,-9,9,-9,9,-9,9,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,9.00E-01,9.00E-01,,,,,9.00E-01,9.00E-01,Use Input EC,-9,9,-8.1,8.1,,,,,P,8.455,,Design,2.818,2.503,,,0.00%,,,,,,1.506088,0,-40,1.503623,1.506088,9.13E-01,0,1.35E-01,,,,-40,2.06221,2.033612,1.062192,0,-7.96E-04
3399,3p7_Delta_0x09  -1 <> 3p7_Delta_0x09,PROD - EC,-41,%,9.45E-01,9.70E-01,9.63E-01,-2.101293,3.556035,,TRUE,FALSE,1,0,1,0,6,6,-4.830557,6.720845,-4.830557,6.720845,-9,9,-9,9,-9,9,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,9.00E-01,9.00E-01,,,,,9.00E-01,9.00E-01,Use Input EC,-9,9,-8.1,8.1,,,,,P,8.368,,Design,2.789,2.478,,,0.00%,,,,,,1.515071,0,-41,1.513766,1.515071,9.22E-01,1.35E-01,0,,,,-41,2.063006,2.034408,1.062988,7.96E-04,0
3396,5p5_BST_Ilim_0x09  -1 <> 5p5_BST_Ilim_0x09,PROD - EC,86,,1.433768,1.433594,9.33E-03,1.407812,1.471094,,TRUE,FALSE,1,0,1,0,6,6,1.377764,1.489771,1.377764,1.489771,1.27,1.63,1.27,1.63,1.27,1.63,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,1.80E-02,1.80E-02,,,,,1.80E-02,1.80E-02,Use Input EC,1.27,1.63,1.288,1.612,,,,,P,17.545,,Design,5.848,5.206,,,0.00%,,,,,,2.21E-02,0,86,0,1.83E-03,9.11E-03,2.21E-02,2.20E-02,,,,86,0,-5.30E-04,-1.44E-02,-3.00E-02,-3.00E-02
3396,5p5_BST_Ilim_0x09  -1 <> 5p5_BST_Ilim_0x09,PROD - EC,85,,1.434298,1.433594,9.11E-03,1.410156,1.471094,,TRUE,FALSE,1,0,1,0,6,6,1.379613,1.488983,1.379613,1.488983,1.27,1.63,1.27,1.63,1.27,1.63,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,1.80E-02,1.80E-02,,,,,1.80E-02,1.80E-02,Use Input EC,1.27,1.63,1.288,1.612,,,,,P,18.027,,Design,6.009,5.351,,,0.00%,,,,,,2.17E-02,0,85,1.83E-03,0,8.80E-03,2.17E-02,2.16E-02,,,,85,5.30E-04,0,-1.38E-02,-2.94E-02,-2.95E-02
3396,5p5_BST_Ilim_0x09  -1 <> 5p5_BST_Ilim_0x09,PROD - EC,25,,1.448141,1.447656,3.46E-03,1.440625,1.457031,,TRUE,FALSE,1,0,1,0,6,6,1.427403,1.468879,1.427403,1.468879,1.25,1.65,1.25,1.65,1.25,1.65,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,2.00E-02,2.00E-02,,,,,2.00E-02,2.00E-02,Use Input EC,1.25,1.65,1.27,1.63,,,,,P,57.326,,Design,19.109,17.18,,,0.00%,,,,,,1.33E-02,0,25,9.11E-03,8.80E-03,0,1.33E-02,1.32E-02,,,,25,1.44E-02,1.38E-02,0,-1.56E-02,-1.56E-02
3396,5p5_BST_Ilim_0x09  -1 <> 5p5_BST_Ilim_0x09,PROD - EC,-40,,1.463739,1.464062,1.39E-02,1.419531,1.499219,,TRUE,FALSE,1,0,1,0,6,6,1.380496,1.546982,1.380496,1.546982,1.27,1.63,1.27,1.63,1.27,1.63,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,1.80E-02,1.80E-02,,,,,1.80E-02,1.80E-02,Use Input EC,1.27,1.63,1.288,1.612,,,,,P,11.984,,Design,3.995,3.562,,,0.00%,,,,,,2.21E-02,0,-40,2.21E-02,2.17E-02,1.33E-02,0,1.91E-03,,,,-40,3.00E-02,2.94E-02,1.56E-02,0,-2.31E-05
3396,5p5_BST_Ilim_0x09  -1 <> 5p5_BST_Ilim_0x09,PROD - EC,-41,,1.463762,1.464062,1.38E-02,1.421875,1.501562,,TRUE,FALSE,1,0,1,0,6,6,1.380941,1.546584,1.380941,1.546584,1.27,1.63,1.27,1.63,1.27,1.63,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,1.80E-02,1.80E-02,,,,,1.80E-02,1.80E-02,Use Input EC,1.27,1.63,1.288,1.612,,,,,P,12.043,,Design,4.014,3.58,,,0.00%,,,,,,2.20E-02,0,-41,2.20E-02,2.16E-02,1.32E-02,1.91E-03,0,,,,-41,3.00E-02,2.95E-02,1.56E-02,2.31E-05,0
3397,5p5_Delta_0x09  -1 <> 5p5_Delta_0x09,PROD - EC,86,%,-1.119463,-1.131466,6.44E-01,-2.909483,1.454741,,TRUE,FALSE,1,0,1,0,6,6,-4.98178,2.742854,-4.98178,2.742854,-9,9,-9,9,-9,9,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,9.00E-01,9.00E-01,,,,,9.00E-01,9.00E-01,Use Input EC,-9,9,-8.1,8.1,,,,,P,12.242,,Design,4.081,3.615,,,0.00%,,,,,,1.523084,0,86,0,1.26E-01,6.28E-01,1.523084,1.515418,,,,86,0,-3.66E-02,-9.91E-01,-2.066995,-2.068588
3397,5p5_Delta_0x09  -1 <> 5p5_Delta_0x09,PROD - EC,85,%,-1.082895,-1.131466,6.29E-01,-2.747845,1.454741,,TRUE,FALSE,1,0,1,0,6,6,-4.854281,2.688492,-4.854281,2.688492,-9,9,-9,9,-9,9,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,9.00E-01,9.00E-01,,,,,9.00E-01,9.00E-01,Use Input EC,-9,9,-8.1,8.1,,,,,P,12.596,,Design,4.199,3.721,,,0.00%,,,,,,1.499399,0,85,1.26E-01,0,6.07E-01,1.499399,1.491083,,,,85,3.66E-02,0,-9.55E-01,-2.030427,-2.03202
3397,5p5_Delta_0x09  -1 <> 5p5_Delta_0x09,PROD - EC,25,%,-1.28E-01,-1.62E-01,2.38E-01,-6.47E-01,4.85E-01,,TRUE,FALSE,1,0,1,0,6,6,-1.558421,1.30203,-1.558421,1.30203,-10,10,-10,10,-10,10,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,1,1,,,,,1,1,Use Input EC,-10,10,-9,9,,,,,P,41.414,,Design,13.805,12.406,,,0.00%,,,,,,9.18E-01,0,25,6.28E-01,6.07E-01,0,9.18E-01,9.10E-01,,,,25,9.91E-01,9.55E-01,0,-1.075728,-1.077321
3397,5p5_Delta_0x09  -1 <> 5p5_Delta_0x09,PROD - EC,-40,%,9.48E-01,9.70E-01,9.57E-01,-2.101293,3.394397,,TRUE,FALSE,1,0,1,0,6,6,-4.793346,6.688411,-4.793346,6.688411,-9,9,-9,9,-9,9,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,9.00E-01,9.00E-01,,,,,9.00E-01,9.00E-01,Use Input EC,-9,9,-8.1,8.1,,,,,P,8.416,,Design,2.805,2.492,,,0.00%,,,,,,1.523084,0,-40,1.523084,1.499399,9.18E-01,0,1.32E-01,,,,-40,2.066995,2.030427,1.075728,0,-1.59E-03
3397,5p5_Delta_0x09  -1 <> 5p5_Delta_0x09,PROD - EC,-41,%,9.49E-01,9.70E-01,9.52E-01,-1.939655,3.556035,,TRUE,FALSE,1,0,1,0,6,6,-4.762697,6.660947,-4.762697,6.660947,-9,9,-9,9,-9,9,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,9.00E-01,9.00E-01,,,,,9.00E-01,9.00E-01,Use Input EC,-9,9,-8.1,8.1,,,,,P,8.457,,Design,2.819,2.504,,,0.00%,,,,,,1.515418,0,-41,1.515418,1.491083,9.10E-01,1.32E-01,0,,,,-41,2.068588,2.03202,1.077321,1.59E-03,0
3400,2p65_BST_Ilim_0x0A  -1 <> 2p65_BST_Ilim_0x0A,PROD - EC,86,,1.484418,1.48375,9.90E-03,1.455,1.52,,TRUE,FALSE,1,0,1,0,6,6,1.425037,1.5438,1.425037,1.5438,1.365,1.635,1.365,1.635,1.365,1.635,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,1.35E-02,1.35E-02,,,,,1.35E-02,1.35E-02,Use Input EC,1.365,1.635,1.3785,1.6215,,,,,F,12.066,,Design,4.022,3.567,,,0.00%,,,,,,6.17E-02,0,86,0,2.41E-03,8.47E-03,6.17E-02,2.16E-02,,,,86,0,-1.26E-03,-2.07E-02,-3.78E-02,-3.58E-02
3400,2p65_BST_Ilim_0x0A  -1 <> 2p65_BST_Ilim_0x0A,PROD - EC,85,,1.485677,1.485,1.06E-02,1.455,1.525,,TRUE,FALSE,1,0,1,0,6,6,1.421949,1.549405,1.421949,1.549405,1.365,1.635,1.365,1.635,1.365,1.635,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,1.35E-02,1.35E-02,,,,,1.35E-02,1.35E-02,Use Input EC,1.365,1.635,1.3785,1.6215,,,,,F,11.362,,Design,3.787,3.364,,,0.00%,,,,,,6.16E-02,0,85,2.41E-03,0,8.75E-03,6.16E-02,2.21E-02,,,,85,1.26E-03,0,-1.94E-02,-3.66E-02,-3.46E-02
3400,2p65_BST_Ilim_0x0A  -1 <> 2p65_BST_Ilim_0x0A,PROD - EC,25,,1.505123,1.505,4.75E-03,1.49,1.515,,TRUE,FALSE,1,0,1,0,6,6,1.476617,1.533629,1.476617,1.533629,1.35,1.65,1.35,1.65,1.35,1.65,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,1.50E-02,1.50E-02,,,,,1.50E-02,1.50E-02,Use Input EC,1.35,1.65,1.365,1.635,,,,,F,30.494,,Design,10.165,9.112,,,0.00%,,,,,,5.94E-02,0,25,8.47E-03,8.75E-03,0,5.94E-02,1.38E-02,,,,25,2.07E-02,1.94E-02,0,-1.71E-02,-1.51E-02
