Test #,Test Name,Test Type,Temp,Unit,Mean,Median,Standard Deviation,Min,Max,,Default Scales?,Process Dependent,Scale (Down),Offset (Down),Scale (Up),Offset (Up),N Sigma (Down),N Sigma (Up),GBD No Scale Min,GBD No Scale Max,GBD Min,GBD Max,EC/QA Low Limit (from tester),EC/QA High Limit (from tester),EC/QA Low Limit (Override),EC/QA High Limit (Override),EC / QA Min (Input),EC / QA Max (Input),GB Type,Tester Accuracy,HW Component Accuracy,T2T Gage or Combined Gage Sigma,B2B Gage Sigma,Correlation Target,Correlation Delta Min,Correlation Delta Max,Insertion Repeatability,Supply Mean Shift,Correlation Components Required?,Calculation Blank?,GB Test Type?,Limits Method,Temperature Components Required?,Means of Temperatures tested,Temperature Mean Shift (Min),Temperature Mean Shift (Max),NegDrift,PosDrift,Temperature Sigma Drift,Temperature Sigma Drift,Temperature Sigma Shift (Min),Temperature Sigma Shift (Max),Calculated Gage Components,Valid NegDrift,Valid PosDrift,EC Shift (Min),EC Shift (Max),Uncertainty GB (Min),Uncertainty GB (Max),Default Guardband (Min),Default Guardband (Max),Calculated Guardband (Min),Calculated Guardband (Max),Override Guardband (Min),Override Guardband (Max),Applied Guardband (Min),Applied Guardband (Max),Calc EC?,EC / QA Min (Output),EC / QA Max (Output),FT Min,FT Max,(For Calc Only) SPF (Min),(For Calc Only) SPF (Max),(For Calc Only) FT SPF (Min),(For Calc Only) FT SPF (Min),"QA
GBD
Flag",Population Sigmas Passed,Drift Sigmas Passed,Passed GBD by Method,QA CPK,FT CPK,FT CP Low,FT CP High,Yield Loss,,,Data Sheet Parameter,Notes,,Sigma T Max,Sigma T SPF Max,Sigma T,86,85,25,-40,-41,,Neg Mean Drift,Pos Mean Drift,Drift Temp,86,85,25,-40,-41
13007,TEST_BOOST_2_Readback  -1 <> TEST_BOOST_2_Readback,PROD - EC,-40,Code,17,17,0,17,17,,TRUE,TRUE,1,0,1,0,6,6,17,17,17,17,17,17,17,17,17,17,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,17,17,17,17,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,-40,0,0,0,0,0,,,,-40,0,0,0,0,0
13007,TEST_BOOST_2_Readback  -1 <> TEST_BOOST_2_Readback,PROD - EC,-41,Code,17,17,0,17,17,,TRUE,TRUE,1,0,1,0,6,6,17,17,17,17,17,17,17,17,17,17,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,17,17,17,17,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,-41,0,0,0,0,0,,,,-41,0,0,0,0,0
13008,TEST_BOOST_3_Readback  -1 <> TEST_BOOST_3_Readback,PROD - EC,86,Code,113.104,144,62.38992,0,191,,TRUE,TRUE,1,0,1,0,6,6,-261.2355,487.4435,-261.2355,487.4435,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,113.104,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,1.813,,FAIL,6.04E-01,5.36E-01,,,7.31%,,,,,,0,0,86,0,0,0,0,0,,,,86,0,5.57E-01,5.57E-01,5.57E-01,5.57E-01
13008,TEST_BOOST_3_Readback  -1 <> TEST_BOOST_3_Readback,PROD - EC,85,Code,112.5468,144,62.73953,0,191,,TRUE,TRUE,1,0,1,0,6,6,-263.8904,488.984,-263.8904,488.984,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,112.5468,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,1.794,,FAIL,5.98E-01,5.30E-01,,,7.52%,,,,,,0,0,85,0,0,0,0,0,,,,85,-5.57E-01,0,0,0,0
13008,TEST_BOOST_3_Readback  -1 <> TEST_BOOST_3_Readback,PROD - EC,25,Code,112.5468,144,62.73953,0,191,,TRUE,TRUE,1,0,1,0,6,6,-263.8904,488.984,-263.8904,488.984,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,112.5468,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,1.794,,FAIL,5.98E-01,5.30E-01,,,7.52%,,,,,,0,0,25,0,0,0,0,0,,,,25,-5.57E-01,0,0,0,0
13008,TEST_BOOST_3_Readback  -1 <> TEST_BOOST_3_Readback,PROD - EC,-40,Code,112.5468,144,62.73953,0,191,,TRUE,TRUE,1,0,1,0,6,6,-263.8904,488.984,-263.8904,488.984,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,112.5468,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,1.794,,FAIL,5.98E-01,5.30E-01,,,7.52%,,,,,,0,0,-40,0,0,0,0,0,,,,-40,-5.57E-01,0,0,0,0
13008,TEST_BOOST_3_Readback  -1 <> TEST_BOOST_3_Readback,PROD - EC,-41,Code,112.5468,144,62.73953,0,191,,TRUE,TRUE,1,0,1,0,6,6,-263.8904,488.984,-263.8904,488.984,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,112.5468,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,1.794,,FAIL,5.98E-01,5.30E-01,,,7.52%,,,,,,0,0,-41,0,0,0,0,0,,,,-41,-5.57E-01,0,0,0,0
13009,TEST_BOOST_4_Readback  -1 <> TEST_BOOST_4_Readback,PROD - EC,86,Code,10.79208,11,2.980256,4,17,,TRUE,TRUE,1,0,1,0,6,6,-7.089458,28.67362,-7.089458,28.67362,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,10.79208,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,3.621,,FAIL,1.207,0,,,74.44%,,,,,,0,0,86,0,0,0,0,0,,,,86,0,-1.02E-03,-1.02E-03,-1.02E-03,-1.02E-03
13009,TEST_BOOST_4_Readback  -1 <> TEST_BOOST_4_Readback,PROD - EC,85,Code,10.7931,11,2.972906,4,17,,TRUE,TRUE,1,0,1,0,6,6,-7.044332,28.63054,-7.044332,28.63054,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,10.7931,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,3.63,,FAIL,1.21,0,,,74.48%,,,,,,0,0,85,0,0,0,0,0,,,,85,1.02E-03,0,0,0,0
13009,TEST_BOOST_4_Readback  -1 <> TEST_BOOST_4_Readback,PROD - EC,25,Code,10.7931,11,2.972906,4,17,,TRUE,TRUE,1,0,1,0,6,6,-7.044332,28.63054,-7.044332,28.63054,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,10.7931,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,3.63,,FAIL,1.21,0,,,74.48%,,,,,,0,0,25,0,0,0,0,0,,,,25,1.02E-03,0,0,0,0
13009,TEST_BOOST_4_Readback  -1 <> TEST_BOOST_4_Readback,PROD - EC,-40,Code,10.7931,11,2.972906,4,17,,TRUE,TRUE,1,0,1,0,6,6,-7.044332,28.63054,-7.044332,28.63054,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,10.7931,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,3.63,,FAIL,1.21,0,,,74.48%,,,,,,0,0,-40,0,0,0,0,0,,,,-40,1.02E-03,0,0,0,0
13009,TEST_BOOST_4_Readback  -1 <> TEST_BOOST_4_Readback,PROD - EC,-41,Code,10.7931,11,2.972906,4,17,,TRUE,TRUE,1,0,1,0,6,6,-7.044332,28.63054,-7.044332,28.63054,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,10.7931,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,3.63,,FAIL,1.21,0,,,74.48%,,,,,,0,0,-41,0,0,0,0,0,,,,-41,1.02E-03,0,0,0,0
13010,TEST_BOOST_5_Readback  -1 <> TEST_BOOST_5_Readback,PROD - EC,86,Code,12,12,0,12,12,,TRUE,TRUE,1,0,1,0,6,6,12,12,12,12,12,12,12,12,12,12,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,12,12,12,12,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,86,0,0,0,0,0,,,,86,0,0,0,0,0
13010,TEST_BOOST_5_Readback  -1 <> TEST_BOOST_5_Readback,PROD - EC,85,Code,12,12,0,12,12,,TRUE,TRUE,1,0,1,0,6,6,12,12,12,12,12,12,12,12,12,12,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,12,12,12,12,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,85,0,0,0,0,0,,,,85,0,0,0,0,0
13010,TEST_BOOST_5_Readback  -1 <> TEST_BOOST_5_Readback,PROD - EC,25,Code,12,12,0,12,12,,TRUE,TRUE,1,0,1,0,6,6,12,12,12,12,12,12,12,12,12,12,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,12,12,12,12,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,25,0,0,0,0,0,,,,25,0,0,0,0,0
13010,TEST_BOOST_5_Readback  -1 <> TEST_BOOST_5_Readback,PROD - EC,-40,Code,12,12,0,12,12,,TRUE,TRUE,1,0,1,0,6,6,12,12,12,12,12,12,12,12,12,12,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,12,12,12,12,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,-40,0,0,0,0,0,,,,-40,0,0,0,0,0
13010,TEST_BOOST_5_Readback  -1 <> TEST_BOOST_5_Readback,PROD - EC,-41,Code,12,12,0,12,12,,TRUE,TRUE,1,0,1,0,6,6,12,12,12,12,12,12,12,12,12,12,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,12,12,12,12,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,-41,0,0,0,0,0,,,,-41,0,0,0,0,0
13011,TEST_BOOST_6_Readback  -1 <> TEST_BOOST_6_Readback,PROD - EC,86,Code,25.14851,17,46.90191,0,255,,TRUE,TRUE,1,0,1,0,6,6,-256.2629,306.56,-256.2629,306.56,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,25.14851,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,5.36E-01,,FAIL,1.79E-01,8.81E-02,,,39.58%,,,,,,0,0,86,0,0,0,0,0,,,,86,0,2.54E-02,2.54E-02,2.54E-02,2.54E-02
13011,TEST_BOOST_6_Readback  -1 <> TEST_BOOST_6_Readback,PROD - EC,85,Code,25.12315,17,46.78706,0,255,,TRUE,TRUE,1,0,1,0,6,6,-255.5992,305.8455,-255.5992,305.8455,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,25.12315,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,5.37E-01,,FAIL,1.79E-01,8.82E-02,,,39.57%,,,,,,0,0,85,0,0,0,0,0,,,,85,-2.54E-02,0,0,0,0
13011,TEST_BOOST_6_Readback  -1 <> TEST_BOOST_6_Readback,PROD - EC,25,Code,25.12315,17,46.78706,0,255,,TRUE,TRUE,1,0,1,0,6,6,-255.5992,305.8455,-255.5992,305.8455,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,25.12315,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,5.37E-01,,FAIL,1.79E-01,8.82E-02,,,39.57%,,,,,,0,0,25,0,0,0,0,0,,,,25,-2.54E-02,0,0,0,0
13011,TEST_BOOST_6_Readback  -1 <> TEST_BOOST_6_Readback,PROD - EC,-40,Code,25.12315,17,46.78706,0,255,,TRUE,TRUE,1,0,1,0,6,6,-255.5992,305.8455,-255.5992,305.8455,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,25.12315,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,5.37E-01,,FAIL,1.79E-01,8.82E-02,,,39.57%,,,,,,0,0,-40,0,0,0,0,0,,,,-40,-2.54E-02,0,0,0,0
13011,TEST_BOOST_6_Readback  -1 <> TEST_BOOST_6_Readback,PROD - EC,-41,Code,25.12315,17,46.78706,0,255,,TRUE,TRUE,1,0,1,0,6,6,-255.5992,305.8455,-255.5992,305.8455,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,25.12315,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,5.37E-01,,FAIL,1.79E-01,8.82E-02,,,39.57%,,,,,,0,0,-41,0,0,0,0,0,,,,-41,-2.54E-02,0,0,0,0
13012,TEST_BOOST_7_Readback  -1 <> TEST_BOOST_7_Readback,PROD - EC,86,Code,19.01485,19,8.950098,0,41,,TRUE,TRUE,1,0,1,0,6,6,-34.68574,72.71544,-34.68574,72.71544,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,19.01485,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,2.125,,FAIL,7.08E-01,2.33E-01,,,24.20%,,,,,,0,0,86,0,0,0,0,0,,,,86,0,-1.96E-02,-1.96E-02,-1.96E-02,-1.96E-02
13012,TEST_BOOST_7_Readback  -1 <> TEST_BOOST_7_Readback,PROD - EC,85,Code,19.03448,19,8.932297,0,41,,TRUE,TRUE,1,0,1,0,6,6,-34.5593,72.62827,-34.5593,72.62827,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,19.03448,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,2.131,,FAIL,7.10E-01,2.35E-01,,,24.09%,,,,,,0,0,85,0,0,0,0,0,,,,85,1.96E-02,0,0,0,0
13012,TEST_BOOST_7_Readback  -1 <> TEST_BOOST_7_Readback,PROD - EC,25,Code,19.03448,19,8.932297,0,41,,TRUE,TRUE,1,0,1,0,6,6,-34.5593,72.62827,-34.5593,72.62827,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,19.03448,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,2.131,,FAIL,7.10E-01,2.35E-01,,,24.09%,,,,,,0,0,25,0,0,0,0,0,,,,25,1.96E-02,0,0,0,0
13012,TEST_BOOST_7_Readback  -1 <> TEST_BOOST_7_Readback,PROD - EC,-40,Code,19.03448,19,8.932297,0,41,,TRUE,TRUE,1,0,1,0,6,6,-34.5593,72.62827,-34.5593,72.62827,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,19.03448,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,2.131,,FAIL,7.10E-01,2.35E-01,,,24.09%,,,,,,0,0,-40,0,0,0,0,0,,,,-40,1.96E-02,0,0,0,0
13012,TEST_BOOST_7_Readback  -1 <> TEST_BOOST_7_Readback,PROD - EC,-41,Code,19.03448,19,8.932297,0,41,,TRUE,TRUE,1,0,1,0,6,6,-34.5593,72.62827,-34.5593,72.62827,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,19.03448,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,2.131,,FAIL,7.10E-01,2.35E-01,,,24.09%,,,,,,0,0,-41,0,0,0,0,0,,,,-41,1.96E-02,0,0,0,0
13013,TEST_BOOST_9_Readback  -1 <> TEST_BOOST_9_Readback,PROD - EC,86,Code,76,76,0,76,76,,TRUE,TRUE,1,0,1,0,6,6,76,76,76,76,76,76,76,76,76,76,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,76,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,76,76,76,76,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,86,0,0,0,0,0,,,,86,0,0,0,0,0
13013,TEST_BOOST_9_Readback  -1 <> TEST_BOOST_9_Readback,PROD - EC,85,Code,76,76,0,76,76,,TRUE,TRUE,1,0,1,0,6,6,76,76,76,76,76,76,76,76,76,76,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,76,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,76,76,76,76,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,85,0,0,0,0,0,,,,85,0,0,0,0,0
13013,TEST_BOOST_9_Readback  -1 <> TEST_BOOST_9_Readback,PROD - EC,25,Code,76,76,0,76,76,,TRUE,TRUE,1,0,1,0,6,6,76,76,76,76,76,76,76,76,76,76,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,76,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,76,76,76,76,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,25,0,0,0,0,0,,,,25,0,0,0,0,0
13013,TEST_BOOST_9_Readback  -1 <> TEST_BOOST_9_Readback,PROD - EC,-40,Code,76,76,0,76,76,,TRUE,TRUE,1,0,1,0,6,6,76,76,76,76,76,76,76,76,76,76,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,76,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,76,76,76,76,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,-40,0,0,0,0,0,,,,-40,0,0,0,0,0
13013,TEST_BOOST_9_Readback  -1 <> TEST_BOOST_9_Readback,PROD - EC,-41,Code,76,76,0,76,76,,TRUE,TRUE,1,0,1,0,6,6,76,76,76,76,76,76,76,76,76,76,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,76,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,76,76,76,76,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,-41,0,0,0,0,0,,,,-41,0,0,0,0,0
13014,TEST_BOOST_10_Readback  -1 <> TEST_BOOST_10_Readback,PROD - EC,86,Code,38.77723,38,4.857663,28,53,,TRUE,TRUE,1,0,1,0,6,6,9.631249,67.92321,9.631249,67.92321,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,7.983,,Design,2.661,1.786,,,0.00%,,,,,,0,0,86,0,0,0,0,0,,,,86,0,8.75E-03,8.75E-03,8.75E-03,8.75E-03
13014,TEST_BOOST_10_Readback  -1 <> TEST_BOOST_10_Readback,PROD - EC,85,Code,38.76847,38,4.84723,28,53,,TRUE,TRUE,1,0,1,0,6,6,9.685095,67.85185,9.685095,67.85185,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,7.998,,Design,2.666,1.789,,,0.00%,,,,,,0,0,85,0,0,0,0,0,,,,85,-8.75E-03,0,0,0,0
13014,TEST_BOOST_10_Readback  -1 <> TEST_BOOST_10_Readback,PROD - EC,25,Code,38.76847,38,4.84723,28,53,,TRUE,TRUE,1,0,1,0,6,6,9.685095,67.85185,9.685095,67.85185,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,7.998,,Design,2.666,1.789,,,0.00%,,,,,,0,0,25,0,0,0,0,0,,,,25,-8.75E-03,0,0,0,0
13014,TEST_BOOST_10_Readback  -1 <> TEST_BOOST_10_Readback,PROD - EC,-40,Code,38.76847,38,4.84723,28,53,,TRUE,TRUE,1,0,1,0,6,6,9.685095,67.85185,9.685095,67.85185,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,7.998,,Design,2.666,1.789,,,0.00%,,,,,,0,0,-40,0,0,0,0,0,,,,-40,-8.75E-03,0,0,0,0
13014,TEST_BOOST_10_Readback  -1 <> TEST_BOOST_10_Readback,PROD - EC,-41,Code,38.76847,38,4.84723,28,53,,TRUE,TRUE,1,0,1,0,6,6,9.685095,67.85185,9.685095,67.85185,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,7.998,,Design,2.666,1.789,,,0.00%,,,,,,0,0,-41,0,0,0,0,0,,,,-41,-8.75E-03,0,0,0,0
13015,TEST_BIAS_3_Readback  -1 <> TEST_BIAS_3_Readback,PROD - EC,86,Code,8,8,0,8,8,,TRUE,TRUE,1,0,1,0,6,6,8,8,8,8,8,8,8,8,8,8,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,8,8,8,8,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,86,0,0,0,0,0,,,,86,0,0,0,0,0
13015,TEST_BIAS_3_Readback  -1 <> TEST_BIAS_3_Readback,PROD - EC,85,Code,8,8,0,8,8,,TRUE,TRUE,1,0,1,0,6,6,8,8,8,8,8,8,8,8,8,8,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,8,8,8,8,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,85,0,0,0,0,0,,,,85,0,0,0,0,0
13015,TEST_BIAS_3_Readback  -1 <> TEST_BIAS_3_Readback,PROD - EC,25,Code,8,8,0,8,8,,TRUE,TRUE,1,0,1,0,6,6,8,8,8,8,8,8,8,8,8,8,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,8,8,8,8,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,25,0,0,0,0,0,,,,25,0,0,0,0,0
13015,TEST_BIAS_3_Readback  -1 <> TEST_BIAS_3_Readback,PROD - EC,-40,Code,8,8,0,8,8,,TRUE,TRUE,1,0,1,0,6,6,8,8,8,8,8,8,8,8,8,8,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,8,8,8,8,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,-40,0,0,0,0,0,,,,-40,0,0,0,0,0
13015,TEST_BIAS_3_Readback  -1 <> TEST_BIAS_3_Readback,PROD - EC,-41,Code,8,8,0,8,8,,TRUE,TRUE,1,0,1,0,6,6,8,8,8,8,8,8,8,8,8,8,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,8,8,8,8,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,-41,0,0,0,0,0,,,,-41,0,0,0,0,0
13016,TEST_BIAS_ICGM_TRIM_Readback  -1 <> TEST_BIAS_ICGM_TRIM_Readback,PROD - EC,86,Code,3.79703,4,9.27E-01,2,5,,TRUE,TRUE,1,0,1,0,6,6,-1.764215,9.358274,-1.764215,9.358274,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,3.79703,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,4.097,,FAIL,1.366,0,,,100.00%,,,,,,0,0,86,0,0,0,0,0,,,,86,0,-5.93E-03,-5.93E-03,-5.93E-03,-5.93E-03
13016,TEST_BIAS_ICGM_TRIM_Readback  -1 <> TEST_BIAS_ICGM_TRIM_Readback,PROD - EC,85,Code,3.802956,4,9.28E-01,2,5,,TRUE,TRUE,1,0,1,0,6,6,-1.767589,9.373501,-1.767589,9.373501,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,3.802956,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,4.096,,FAIL,1.365,0,,,100.00%,,,,,,0,0,85,0,0,0,0,0,,,,85,5.93E-03,0,0,0,0
